PassengerId,Survived_pred,Survived_prob
1189,0,0.07486050820292484
1190,0,0.37934004996539705
1191,0,0.09843610400411223
1192,0,0.08895222640179162
1193,1,0.5120111179456782
1194,0,0.1196514549581413
1195,0,0.11657527269966994
1196,1,0.6959646384885619
1197,1,0.7386123033513259
1198,0,0.04798901914714918
1199,0,0.2182378892923823
1200,0,0.2577344709408386
1201,0,0.4017544497603277
1202,0,0.14155122527758465
1203,0,0.17214829161826267
1204,0,0.09604249864336194
1205,1,0.6357683961682602
1206,1,0.9520971435780187
1207,1,0.7857751901129798
1208,0,0.40559106061410677
1209,0,0.26127021663929123
1210,0,0.10522650271438197
1211,0,0.14454148859356655
1212,0,0.1087384641267109
1213,0,0.25605561515771696
1214,1,0.6089361802404564
1215,0,0.3334811263852972
1216,1,0.936682484286546
1217,0,0.11965668986124688
1218,1,0.9789631591614936
1219,0,0.3678515882449053
1220,0,0.1543411303582554
1221,0,0.24937674994260256
1222,1,0.6276776428943628
1223,1,0.5254794053106977
1224,0,0.13512598853518687
1225,1,0.7001298065389626
1226,0,0.10524484386894695
1227,1,0.8357366158295363
1228,0,0.18087770432407013
1229,0,0.08088736582976432
1230,0,0.23796811109100122
1231,0,0.1351282868305151
1232,0,0.2685006317028197
1233,0,0.08887795721055046
1234,0,0.034112364012343285
1235,1,0.968903715804008
1236,0,0.06376362707856867
1237,1,0.7332733802423571
1238,0,0.2162578391282034
1239,1,0.6409826669168733
1240,0,0.22952421760260866
1241,1,0.7872474685624875
1242,1,0.935034446394222
1243,0,0.22059874538250163
1244,0,0.3302053323204149
1245,0,0.07658802547937099
1246,1,0.7442576543250414
1247,0,0.3293677639563673
1248,1,0.8850000595172098
1249,0,0.09616623070606421
1250,0,0.12829957444507242
1251,1,0.5413054532783806
1252,0,0.0107877054079433
1253,1,0.8254075509958452
1254,1,0.7872474685624875
1255,0,0.10558338202631265
1256,1,0.9894705790207973
1257,0,0.3545370606835965
1258,0,0.10107669678351838
1259,1,0.7187967318127132
1260,1,0.8842087167366216
1261,0,0.2674228560292303
1262,0,0.1866732640839785
1263,1,0.9742696758978139
1264,0,0.31095625522708775
1265,0,0.12389848691168724
1266,1,0.9398424208331182
1267,1,0.9567939346035564
1268,1,0.5168962086225075
1269,0,0.24806435257306664
1270,0,0.3133853241582803
1271,0,0.052491895434669866
1272,0,0.12829957444507242
1273,0,0.1445366506436946
1274,1,0.6305707814875198
1275,1,0.6402956774323704
1276,0,0.19379193795749078
1277,1,0.7654771155653505
1278,0,0.11614799129337997
1279,0,0.08026437074382961
1280,0,0.16895585379823613
1281,0,0.07575459570446601
1282,1,0.6473993287906528
1283,1,0.8748443601639534
1284,0,0.14293112622052678
1285,0,0.11114218180983781
1286,0,0.03385881374480866
1287,1,0.9533745355842758
1288,0,0.1535807388202728
1289,1,0.9885487959917283
1290,0,0.12399216926674639
1291,0,0.12298486753784454
1292,1,0.9765630591048167
1293,0,0.1131895166624588
1294,1,0.947199255403407
1295,0,0.49947061656358344
1296,0,0.39685000492136074
1297,0,0.4854480554516131
1298,0,0.17498183122323127
1299,1,0.5169088312718821
1300,1,0.6959357072214288
1301,1,0.7399283239083994
1302,1,0.6959646384885619
1303,1,0.8743521003309002
1304,1,0.6379026334339908
1305,0,0.09623576530922054
1306,1,0.9614719534817013
1307,0,0.07107286763438123
1308,0,0.09623576530922054
1309,0,0.09426508459916494
